Compañía,NOMBRE_CLIENTE,Cliente,NOMBRE_UNIDAD,Unidad,NOMBRE_SERVICIO,Servicio,Grupo,NOMBRE_GRUPO,MACROZONA,ZONA,Fecha_Inicio_Min,Fecha_Fin_Max,Personal_Real,Personal_Estimado,Personal_Base,Factor_Promedio,Descanseros_Total,Cobertura_Total_Pct,Cobertura_Diferencial,Personal_Faltante,Personal_Sobrante,Estado_Asignacion
J&V Resguardo S.A.C.,SOLTRAK S.A.,85661,Soltrak Local Av. Argentina,3369,AGENTE SEGURIDAD 12 HRS L/V (DÍA),53,0044,GRUPO FERREYROS,ZONA RETAIL,ZONA RT2,2024-08-26,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,COMERCIAL ANDINA INDUSTRIAL S.A.C,168941,Andina Industrial Planta Huachipa Cajamarquilla,24418,AGENTE SEGURIDAD 24 HRS L/D,95,0100,GRUPO ANDINA ALIMENTOS,ZONA CENTRO,ZONA C1,2023-12-01,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,G.W. YICHANG & CIA S.A.,68514,G W Yichang CD Chiclayo,2170,AGENTE SEGURIDAD 24 HRS L/D,95,"","",REGION NORTE,REGION CHICLAYO,2015-12-04,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,MONTANA S A,61607,Montana Planta Pachacamac,26256,AGENTE SEGURIDAD 24 HRS L/D,95,"","",ZONA SUR,ZONA S6,2025-01-01,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,AGROINDUSTRIAL DEL PERU SOCIEDAD ANONIMA CERRADA,55712,Guardiania Cajamarca,25639,GUARDIAN 24 HRS L/D,080,0002,GRUPO GLORIA,REGION NORTE,REGION CAJAMARCA,2024-06-27,2099-12-31,0,2.0,1,1.0,1.0,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,SERVICIOS E INVERSIONES FENPER S.A.,157518,Dormeson Royal Plaza Independencia,22761,AGENTE SEGURIDAD 12 HRS L/D TARDE II,K78,"","",ZONA NORTE,ZONA N3,2023-01-01,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,GRIO S.A.,124672,Grio Seguridad del Directorio CRS,13127,RESGUARDO 15 HRS L/D (DÍA),885,0071,GRUPO ROMERO,ZONA RESGUARDOS,ZONA CR2,2020-09-01,2099-12-31,3,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,128.57,0.67,0.0,0.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,SERVICIOS GENERALES INMOBILIARIOS NUEVO MUNDO S.A.,85652,Edificio CEM III Miraflores,15038,AGENTE SEGURIDAD 12 HRS L/D NOCHE,42,"","",ZONA CENTRO,ZONA C10,2022-05-01,2099-12-31,2,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,171.43,0.83,0.0,0.83,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,MANUFACTURAS ELECTRICAS S A,22931,Manelsa 1 Local Oscar Benavides,393,SUPERVISOR SEGURIDAD 12 HRS L/S (DIA),156,"","",ZONA CENTRO,ZONA C5,2016-11-01,2099-12-31,0,1.0,1,0.0,0.0,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,"WORLD WILDLIFE FUND, INC.",55838,WWF Local Lince,1022,AGENTE SEGURIDAD 12 HRS L/V (DÍA),53,"","",ZONA CENTRO,ZONA C11,2025-01-06,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,MAERSK LOGISTICS & SERVICES PERU S.A.,55081,APM Inland Proyecto Olmos,25932,AGENTE SEGURIDAD 24 HRS L/D,95,"","",REGION NORTE,REGION CHICLAYO,2024-09-09,2099-12-31,6,6.0,4,0.5,2.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,CONSORCIO TRANSMANTARO S.A.,93918,CTM SE Colcabamba Huancavelica,12226,AGENTE SEGURIDAD 24 HRS L/D,95,0059,GRUPO RED,REGION CENTRO,REGION HUANCAVELICA,2017-12-01,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,ADMINISTRADORA JOCKEY PLAZA SHOPPING CENTER SA,91662, JWork,26549,AGENTE SEGURIDAD 24 HRS L/D,95,0117,GRUPO JOCKEY,ZONA RETAIL,ZONA RT1,2025-03-15,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,COMPAÑIA MINERA QUECHUA S.A.,66110,Minera Quechua Local Espinar Cusco,12775,AGENTE SEGURIDAD 24 HRS L/D,95,"","",REGION SUR,REGION CUZCO,2018-03-15,2099-12-31,3,3.0,2,0.5,1.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,CORPORACION MG SOCIEDAD ANONIMA CERRADA,72182,Edificio Trillium,10834,AGENTE SEGURIDAD 24 HRS L/D,95,"","",ZONA CENTRO,ZONA C6,2022-05-01,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,EMPRESA EDITORA EL COMERCIO S.A.,7196,El Comercio Local Pando Pueblo Libre,7345,SUPERVISOR SENIOR 24 HRS L/S,N60,0036,GRUPO EL COMERCIO,ZONA CENTRO,ZONA C9,2024-01-01,2099-12-31,2,2.0,2,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,INSTITUTO DE EDUCACION SUPERIOR PRIVADO CIBERTEC S,97938,Cibertec Sede SJL,17911,AGENTE SEGURIDAD 24 HRS L/D,95,0107,GRUPO LAUREATE,ZONA CENTRO,ZONA C5,2020-03-01,2099-12-31,5,4.666666666666667,4,0.16666666666666666,0.6666666666666666,107.14,0.33,0.0,0.33,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,PLUZ ENERGÍA PERÚ S.A.A.,89419,Enel Distrib. Estacionamiento Set Maranga,20262,AGENTE SEGURIDAD 24 HRS L/D,95,0124,GRUPO ENEL,ZONA NORTE,ZONA N8,2025-04-01,2099-12-31,3,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,128.57,0.67,0.0,0.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SO,56913,Backus CD Huancayo,19702,AGENTE SEGURIDAD 24 HRS L/D,95,0120,GRUPO BACKUS,REGION CENTRO,REGION JUNIN,2021-03-01,2099-12-31,5,4.666666666666667,4,0.16666666666666666,0.6666666666666666,107.14,0.33,0.0,0.33,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,ALISUR S.A.C.,123777,Alisur Planta Puente Piedra 2,12918,AGENTE SEGURIDAD 24 HRS L/D,95,0081,GRUPO ALISUR,ZONA NORTE,ZONA N2,2025-01-01,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,INCA RAIL S.A.,70948,Inca Rail Boletería Ollantaytambo Cusco,11279,AGENTE SEGURIDAD 12 HRS L/D DÍA,41,"","",REGION SUR,REGION CUZCO,2021-03-01,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,LA POSITIVA SERVICIOS DE SALUD S.A.C.,168740,Centro Medico Surco,24387,AGENTE SEGURIDAD 14 HRS L/S (DÍA),80,"","",ZONA SUR,ZONA S3,2023-11-20,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,ADMINISTRACION DE EMPRESAS S.A.C.,8626,AESA Proyecto Regina Minera Sillustani,10232,AGENTE SEGURIDAD 12 HRS L/D NOCHE,42,"","",REGION SUR,REGION PUNO,2020-04-27,2099-12-31,1,1.5,1,0.5,0.5,66.67,-0.5,0.5,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,CAL & CEMENTO SUR S.A.,22776,Planta Poderosa,15102,AGENTE SEGURIDAD 24 HRS L/D,95,0002,GRUPO GLORIA,REGION SUR,REGION AREQUIPA,2019-07-01,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,UNIBELL S.A.C.,159033,Unibell Sede Lince,24654,AGENTE SEGURIDAD 12 HRS L/V + 10 HRS SAB DÍA,C76,"","",ZONA CENTRO,ZONA C7,2024-02-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,VARI ENERGIA S.A.C.,193407,Serfintel Almacén San Ramón,26117,AGENTE SEGURIDAD 24 HRS L/D,95,"","",REGION CENTRO,REGION JUNIN,2024-10-15,2099-12-31,0,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,SAMSUNG ELECTRONICS PERU SAC,150449,Samsung Sede Principal San Isidro,21294,AGENTE SEGURIDAD 24 HRS L/D,95,"","",ZONA CENTRO,ZONA C6,2024-03-01,2099-12-31,5,4.666666666666667,4,0.16666666666666666,0.6666666666666666,107.14,0.33,0.0,0.33,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,75979,Concretos Juliaca,2904,AGENTE SEGURIDAD 08 HRS SÁB DÍA,808,0002,GRUPO GLORIA,REGION SUR,REGION PUNO,2025-03-22,2099-12-31,0,0.16666666666666666,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,ORYGEN PERU S.A.A.,65770,Enel Gener. Central Térmica Santa Rosa,20301,SUPERVISOR CENTRO CONTROL 24 HRS L/D,394,0124,GRUPO ENEL,ZONA CENTRO,ZONA C4,2025-05-01,2099-12-31,2,2.8,2,0.16666666666666666,0.8,71.43,-0.8,0.8,0.0,FALTA_LEVE
Liderman Servicios S.A.C.,HIPERMERCADOS TOTTUS S.A.,54550,Tottus Huaylas Parking,22990,CAJERO PARKING 08 HRS L/D TARDE,L60,"","",ZONA PARKING Y DELIVERY,ZONA PD2,2023-04-01,2099-12-31,0,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,CBC MARKET S.A.C.,141641,Cbc Market La Molina,26567,AGENTE SEGURIDAD 24 HRS L/D,95,"","",ZONA SUR,ZONA S6,2025-04-15,2025-05-21,0,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,TEXTILES CAMONES S.A. BIC,9131,Camones Guardianía Local Comas,19898,GUARDIAN 24 HRS L/D,080,"","",ZONA RESIDENCIAS,ZONA RG2,2021-04-20,2099-12-31,0,1.1538461538461537,1,0.15384615384615385,0.15384615384615385,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,TRUPAL S.A.,24546,Local Huachipa 13,7247,AGENTE CONTROL BALANZA 24 HRS L/D,021,0002,GRUPO GLORIA,ZONA CENTRO,ZONA C1,2023-03-01,2099-12-31,0,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,DISTRIBUIDORA EXCLUSIVA DE PRODUCTOS DE CALIDAD SO,23444,Planta Huachipa,93,AGENTE SEGURIDAD 24 HRS L/D,95,0002,GRUPO GLORIA,ZONA CENTRO,ZONA C1,2014-04-20,2099-12-31,10,9.333333333333334,8,0.16666666666666666,1.3333333333333333,107.14,0.67,0.0,0.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,"CENTRO PERUANO DE AUDICION, LENGUAJE Y APRENDIZAJE",75598,CPAL Colegio Antares Surco,2579,AGENTE SEGURIDAD 24 HRS L/D,95,0045,GRUPO BRECA,ZONA SUR,ZONA S3,2020-03-20,2099-12-31,3,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,128.57,0.67,0.0,0.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,59493,PUCP Aulario,17660,AGENTE RECEPCIONISTA 08 HRS L/S (DÍA),07,"","",ZONA NORTE,ZONA N8,2023-01-09,2099-12-31,0,2.0,2,0.0,0.0,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,3M PERU S A,23089,3M Local Chilca,8370,AGENTE SEGURIDAD 24 HRS L/D,95,"","",ZONA SUR,ZONA S5,2017-04-01,2099-12-31,3,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,128.57,0.67,0.0,0.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,BANCO INTERAMERICANO DE FINANZAS,11883,Banbif Sede San Isidro,20568,SUPERVISOR SEGURIDAD 11 HRS L/V + 07 HRS SAB DÍA,O50,"","",ZONA CENTRO,CENTRO DE CONTROL LIMA - BANBIF,2024-04-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,SOLGAS S.A.,23001,Solgas Planta Cusco,26415,AGENTE SEGURIDAD 24 HRS L/D,95,"","",REGION SUR,REGION CUZCO,2025-03-01,2099-12-31,5,4.666666666666667,4,0.16666666666666666,0.6666666666666666,107.14,0.33,0.0,0.33,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,FERREYROS SOCIEDAD ANÓNIMA,82747,Av. Industrial 675,3363,AGENTE SEGURIDAD 12 HRS L/D DÍA,41,0044,GRUPO FERREYROS,ZONA RETAIL,ZONA RT3,2020-04-29,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,MEDIFARMA S A,23973,Medifarma Local Ate,2832,AGENTE SEGURIDAD 24 HRS L/D,95,0013,GRUPO MEDIFARMA,ZONA CENTRO,ZONA C3,2011-11-01,2099-12-31,14,14.0,12,0.16666666666666666,1.9999999999999998,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,75979,Planta Pre Mezclado Moquegua,6648,AGENTE SEGURIDAD 12 HRS DOM DÍA,37,0002,GRUPO GLORIA,REGION SUR,REGION MOQUEGUA,2025-03-23,2099-12-31,0,0.16666666666666666,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,MEDIFARMA S A,23973,Medifarma Local Ate,2832,AGENTE SEGURIDAD 12 HRS L/S DÍA,48,0013,GRUPO MEDIFARMA,ZONA CENTRO,ZONA C3,2020-02-24,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,ONCOCENTER PERU S.A.C.,144133,AUNA Inmueble Piura,21948,AGENTE PREVENCIÓN 24 HRS L/D,K23,0129,GRUPO AUNA,REGION NORTE,REGION PIURA,2022-05-01,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,REAL PLAZA S.R.L.,70588,Real Plaza Cajamarca,13228,AGENTE SEGURIDAD 24 HRS L/D,95,"","",REGION NORTE,REGION CAJAMARCA,2018-09-01,2099-12-31,5,4.666666666666667,4,0.16666666666666666,0.6666666666666666,107.14,0.33,0.0,0.33,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,REAL PLAZA S.R.L.,70588,Real Plaza Villa María,13240,AGENTE SEGURIDAD 12 HRS L/D DÍA,41,"","",ZONA RETAIL,ZONA RT1,2021-04-05,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,"SOUTHERN PERU COPPER CORPORATION, SUCURSAL DEL PER",62594,Southern Perú Toquepala,8891,INGENIERO 12 HRS L/D (DIA),Q74,"","",REGION SUR,REGION TACNA,2025-05-01,2099-12-31,1,1.5,1,0.5,0.5,66.67,-0.5,0.5,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,EQUINOX INTERNATIONAL S.A.C.,60031,Nike SJL,23973,AGENTE SEGURIDAD 12 HRS L/D DÍA,41,"","",ZONA CENTRO,ZONA C5,2023-08-01,2099-12-31,0,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,IMPORTACIONES HIRAOKA S.A.C.,22888,Hiraoka CEO Miraflores,3911,AGENTE SEGURIDAD 12 HRS L/D DÍA,41,"","",ZONA CENTRO,ZONA C12,2016-05-03,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,59493,PUCP Complejo Ciencias Sociales,21618,JEFE DE GRUPO 08 HRS L/S DÍA,K92,"","",ZONA NORTE,ZONA N8,2025-01-11,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,PATRIMONIO EN FIDEICOMISO - EDIFICIO PARDO Y ALIAG,99378,Edificio Pardo y Aliaga Piso 1,7764,AGENTE SEGURIDAD 24 HRS L/D,95,0045,GRUPO BRECA,ZONA CENTRO,ZONA C6,2015-04-01,2099-12-31,6,4.666666666666667,4,0.16666666666666666,0.6666666666666666,128.57,1.33,0.0,1.33,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,CLINICA MIRAFLORES SA,99091,Serv. Adic. AUNA Clínica Miraflores Piura,23656,AGENTE SEGURIDAD 12 HRS L/D NOCHE,42,0129,GRUPO AUNA,REGION NORTE,REGION PIURA,2023-08-18,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,CIA MINERA RAURA S A,75599,Mina Raura,2584,SUPERVISOR PREVENCIONISTA SSO 12 HRS L/D DÍA,L79,0045,GRUPO BRECA,REGION NORTE,REGION HUACHO,2023-02-03,2099-12-31,1,1.5,1,0.5,0.5,66.67,-0.5,0.5,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,LA ESPERANZA DEL PERU S A,104198,Sanna Clínica San Borja,8628,AGENTE SEGURIDAD 12 HRS L/S DÍA,48,"","",ZONA SUR,ZONA S1,2023-08-03,2099-12-31,2,2.0,2,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,CATALINA HUANCA SOCIEDAD MINERA S.A.C.,24535,Minera Ayacucho Agentes,722,SUPERVISOR SEGURIDAD 24 HRS L/D,165,0005,GRUPO TRAFIGURA,REGION CENTRO,REGION AYACUCHO,2020-07-01,2099-12-31,3,3.0,2,0.5,1.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,UNIVERSIDAD DE PIURA,66965,Serv. Adic. UDEP Sede Piura,23067,AGENTE SEGURIDAD 12 HRS L/D DÍA,41,"","",REGION NORTE,REGION PIURA,2025-05-01,2025-05-11,1,15.166666666666666,13,0.16666666666666666,2.1666666666666665,6.59,-14.17,14.17,0.0,FALTA
J&V Resguardo S.A.C.,EMPRESA METAL MECANICA S A EMEMSA,107110,Ememsa Local Lurín,9261,AGENTE SEGURIDAD 24 HRS L/D,95,"","",ZONA SUR,ZONA S7,2016-06-01,2099-12-31,5,4.666666666666667,4,0.16666666666666666,0.6666666666666666,107.14,0.33,0.0,0.33,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,INGENIERIA EN CARTONES Y PAPELES S.A.C,140449,ICYP Sede Lurin,18250,AGENTE SEGURIDAD 13 HRS L/S (DÍA),69,"","",ZONA SUR,ZONA S7,2023-12-04,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,FENIX POWER PERU S.A.,76462,Fenix Power Local Chilca,8952,OPERADOR CENTRO CONTROL 24 HRS L/D,113,"","",ZONA SUR,ZONA S5,2016-04-01,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,REAL PLAZA S.R.L.,70588,Real Plaza Santa Clara,13239,AGENTE SEGURIDAD 12 HRS L/D DÍA,41,"","",ZONA RETAIL,ZONA RT1,2021-04-05,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,REPSOL EXPLORACION PERU SUCURSAL DEL PER U,12526,Repsol Lote 57,20144,AGENTE CONDUCTOR 12 HRS L/D DÍA,004,0099,GRUPO REPSOL,ZONA SUR,ZONA REPSOL MANDOS MEDIOS,2021-06-01,2099-12-31,0,3.0,2,0.5,1.0,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,BANCO INTERNACIONAL DEL PERU-INTERBANK,9463,Interbank Resguardos,22064,RESGUARDO PRESIDENCIA 12 HRS L/S DÍA,K83,"","",ZONA RESGUARDOS,ZONA CR1,2022-08-01,2099-12-31,2,2.0,2,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,TECNOLOGICA DE ALIMENTOS S.A.,75608,Tasa Planta Pisco Sur,2695,SUPERVISOR SEGURIDAD 12 HRS L/D (DIA),151,0045,GRUPO BRECA,REGION SUR,REGION ICA,2022-01-01,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,PROMOTORA GENESIS S.A.C.,124172,Socopur Tienda Grau Piura,26095,AGENTE SEGURIDAD 24 HRS L/D,95,"","",REGION NORTE,REGION PIURA,2024-11-01,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,PLUZ ENERGÍA PERÚ S.A.A.,89419,Enel Distrib. Ronda Motorizada Zarate,20295,AGENTE MOTORIZADO 24 HRS L/D,E50,0124,GRUPO ENEL,ZONA CENTRO,ZONA C5,2025-04-01,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,KALLPA GENERACION S.A.,120215,Kallpa Colcabamba,26202,AGENTE SEGURIDAD 08 HRS L/V (DÍA),20,0125,GRUPO KALLPA,REGION CENTRO,REGION HUANCAVELICA,2024-12-11,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SO,56913,Backus CD Piura,19707,AGENTE SEGURIDAD 24 HRS L/D,95,0120,GRUPO BACKUS,REGION NORTE,REGION PIURA,2021-03-01,2099-12-31,5,4.666666666666667,4,0.16666666666666666,0.6666666666666666,107.14,0.33,0.0,0.33,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,A W FABER CASTELL PERUANA S A,8386,Faber Castell Local Ate,13959,AGENTE FEMENINA 10 HRS L/S DIA,C45,"","",ZONA CENTRO,ZONA C2,2020-05-11,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,CORPORACION ACEROS AREQUIPA S.A.,22801,Aceros Arequipa Planta Lurín,23044,OPERADOR CONTROL ACCESOS 12 HRS L/S DÍA,M05,"","",ZONA RETAIL,ZONA RT3,2024-07-02,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,VALDERRAMA CORDIVIOLA DE BERNARD LOTTIE,167730,Residencia Chaclacayo,23807,AGENTE SEGURIDAD NIVEL 1 - 12 HRS L/S,B58,"","",ZONA RESGUARDOS,ZONA CR1,2023-09-01,2099-12-31,3,3.0,3,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,PATRIMONIO EN FIDEICOMISO - EDIFICIO PARDO Y ALIAG,99378,Edificio Pardo y Aliaga Piso 1,7764,AGENTE SEGURIDAD 12 HRS L/S DÍA,48,0045,GRUPO BRECA,ZONA CENTRO,ZONA C6,2022-04-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,H & M HENNES & MAURITZ S.A.C.,111212,H & M Mall Aventura Chiclayo,21770,AGENTE SEGURIDAD 10 HRS L/D (DIA),305,"","",REGION NORTE,REGION CHICLAYO,2022-06-13,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,SOCIEDAD MINERA EL BROCAL S.A.A.,8601,Bocamina Marca Punta Norte PV-12.,26474,AGENTE SEGURIDAD 24 HRS L/D,95,"","",REGION CENTRO,REGION PASCO,2025-03-19,2099-12-31,3,2.6153846153846154,2,0.3076923076923077,0.6153846153846154,114.71,0.38,0.0,0.38,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,ELECTRO DUNAS S.A.A.,8795,SET Pisco,3180,AGENTE SEGURIDAD 24 HRS L/D,95,"","",REGION SUR,REGION ICA,2017-09-01,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,POLIMETALES S.A.C.,96415,Polimetales Local Argentina 2 - 1375,11560,AGENTE SEGURIDAD 24 HRS L/D,95,"","",ZONA CENTRO,ZONA C5,2022-05-01,2099-12-31,5,4.666666666666667,4,0.16666666666666666,0.6666666666666666,107.14,0.33,0.0,0.33,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,DISTRIBUIDORA EXCLUSIVA DE PRODUCTOS DE CALIDAD SO,23444,Piura Almacén Albo,19890,AGENTE SEGURIDAD 24 HRS L/D,95,0002,GRUPO GLORIA,REGION NORTE,REGION PIURA,2024-01-09,2099-12-31,3,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,128.57,0.67,0.0,0.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,URBANIZADORA JARDIN S A,9416,Cluster San Isidro Alto Caral y Consorcio,23095,AGENTE SEGURIDAD 24 HRS L/D,95,0045,GRUPO BRECA,ZONA CENTRO,ZONA C6,2023-04-19,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,EPSON PERU S.A,69471,Epson Perú Local San Isidro,2006,AGENTE SEGURIDAD 24 HRS L/D,95,"","",ZONA CENTRO,ZONA C7,2022-05-01,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
